Student_ID	Age	Gender	Academic_Level	Country	Avg_Daily_Usage_Hours	Most_Used_Platform	Affects_Academic_Performance	Sleep_Hours_Per_Night	Mental_Health_Score	Relationship_Status	Conflicts_Over_Social_Media	Addicted_Score
625	24	Female	Graduate	India	7	TikTok	Yes	5.8	4	Single	5	9
637	24	Female	Graduate	Poland	6.1	TikTok	Yes	6.4	5	Single	4	8
642	19	Male	Undergraduate	India	7.2	TikTok	Yes	5.7	4	Single	5	9
654	23	Male	Graduate	Poland	6.2	TikTok	Yes	6.3	5	Single	4	8
659	20	Female	Undergraduate	India	7.1	TikTok	Yes	5.8	4	Single	5	9
663	19	Female	Undergraduate	Mexico	6.4	TikTok	Yes	6.2	5	Single	4	8
667	21	Female	Undergraduate	Italy	4.8	TikTok	No	7.1	7	In Relationship	2	5
673	21	Female	Undergraduate	Spain	6.4	TikTok	Yes	6.2	5	Single	4	8
677	20	Female	Undergraduate	Switzerland	4.6	TikTok	No	7.2	7	In Relationship	2	5
688	22	Male	Graduate	Poland	6.3	TikTok	Yes	6.2	5	Single	4	8
693	19	Female	Undergraduate	India	7	TikTok	Yes	5.8	4	Single	5	9
697	21	Female	Undergraduate	Mexico	6.3	TikTok	Yes	6.2	5	Single	4	8
701	20	Female	Undergraduate	Italy	4.7	TikTok	No	7.2	7	In Relationship	2	5
12	20	Female	Undergraduate	Spain	5.5	TikTok	Yes	5.8	6	In Relationship	2	8
16	20	Female	Undergraduate	China	4.2	TikTok	Yes	6	6	Complicated	3	7
28	20	Female	Undergraduate	Singapore	4.4	TikTok	Yes	5.9	6	In Relationship	3	7
40	20	Female	Undergraduate	Morocco	4.5	TikTok	Yes	5.8	6	Single	3	7
52	20	Female	Undergraduate	Paraguay	4.7	TikTok	Yes	5.8	6	In Relationship	3	7
63	20	Male	Undergraduate	Hungary	4.2	TikTok	Yes	6	6	Complicated	3	7
73	19	Male	Undergraduate	Ukraine	4.9	TikTok	Yes	5.7	6	Complicated	3	7
82	19	Female	Undergraduate	Azerbaijan	4.8	TikTok	Yes	5.7	6	Single	3	7
92	19	Female	Undergraduate	Albania	4.7	TikTok	Yes	5.8	6	Complicated	3	7
96	19	Female	Undergraduate	Qatar	4.9	TikTok	Yes	5.7	6	Single	3	7
106	19	Female	Undergraduate	Pakistan	4.8	TikTok	Yes	5.7	6	In Relationship	3	7
112	21	Female	Undergraduate	India	5.8	TikTok	Yes	5.9	6	In Relationship	3	7
115	20	Male	Undergraduate	Sri Lanka	5.2	TikTok	Yes	6.3	6	In Relationship	3	7
127	19	Male	Undergraduate	Sri Lanka	5.7	TikTok	Yes	5.7	6	Single	3	7
139	19	Male	Undergraduate	Sri Lanka	5.3	TikTok	Yes	5.3	6	Single	3	7
151	19	Male	Undergraduate	Sri Lanka	4.9	TikTok	Yes	4.9	6	Single	3	7
163	20	Female	Undergraduate	Nepal	5.5	TikTok	Yes	5.9	6	Single	4	8
166	21	Male	Graduate	Maldives	5.4	TikTok	Yes	6	6	In Relationship	4	8
169	19	Female	Undergraduate	Nepal	5.6	TikTok	Yes	5.8	6	Single	4	8
172	22	Male	Graduate	Maldives	5.3	TikTok	Yes	5.7	6	In Relationship	4	8
175	20	Female	Undergraduate	Nepal	5.7	TikTok	Yes	5.6	6	Single	4	8
178	21	Male	Graduate	Maldives	5.2	TikTok	Yes	5.5	6	In Relationship	4	8
181	19	Female	Undergraduate	Nepal	5.8	TikTok	Yes	5.4	6	Single	4	8
184	22	Male	Graduate	Maldives	5.1	TikTok	Yes	5.3	6	In Relationship	4	8
187	20	Female	Undergraduate	Nepal	5.9	TikTok	Yes	5.2	6	Single	4	8
190	21	Male	Graduate	Maldives	5	TikTok	Yes	5.1	6	In Relationship	4	8
193	19	Female	Undergraduate	Nepal	6	TikTok	Yes	5	6	Single	4	8
196	22	Male	Graduate	Maldives	4.9	TikTok	Yes	4.9	6	In Relationship	4	8
199	20	Female	Undergraduate	Nepal	6.1	TikTok	Yes	4.8	6	Single	4	8
202	21	Male	Graduate	Maldives	4.8	TikTok	Yes	4.7	6	In Relationship	4	8
205	19	Female	Undergraduate	Nepal	6.2	TikTok	Yes	4.6	6	Single	4	8
208	22	Male	Graduate	Maldives	4.7	TikTok	Yes	4.5	6	In Relationship	4	8
211	20	Female	Undergraduate	Nepal	6.3	TikTok	Yes	4.4	6	Single	4	8
214	21	Male	Graduate	Maldives	4.6	TikTok	Yes	4.3	6	In Relationship	4	8
217	19	Female	Undergraduate	Nepal	6.4	TikTok	Yes	4.2	6	Single	4	8
220	22	Male	Graduate	Maldives	4.5	TikTok	Yes	4.1	6	In Relationship	4	8
222	21	Male	Graduate	UK	5.8	TikTok	Yes	6.5	6	In Relationship	3	7
331	20	Female	Undergraduate	Spain	5.1	TikTok	Yes	6.7	6	Single	3	7
336	22	Male	Graduate	Turkey	5.4	TikTok	Yes	6.8	6	Single	3	7
340	22	Male	Graduate	Canada	5.2	TikTok	Yes	7	6	Single	3	7
351	20	Female	Undergraduate	Spain	4.9	TikTok	Yes	7	6	Single	3	7
356	22	Male	Graduate	Turkey	5.2	TikTok	Yes	7	6	Single	3	7
360	22	Male	Graduate	Canada	5	TikTok	Yes	7.2	6	Single	3	7
371	20	Female	Undergraduate	Spain	4.7	TikTok	Yes	7.2	6	Single	3	7
376	22	Male	Graduate	Turkey	5	TikTok	Yes	7.2	6	Single	3	7
380	22	Male	Graduate	Canada	4.8	TikTok	Yes	7.4	6	Single	3	7
391	20	Female	Undergraduate	Spain	4.5	TikTok	Yes	7.4	6	Single	3	7
396	22	Male	Graduate	Turkey	4.8	TikTok	Yes	7.4	6	Single	3	7
400	22	Male	Graduate	Canada	4.6	TikTok	Yes	7.6	6	Single	3	7
411	20	Female	Undergraduate	Spain	4.3	TikTok	Yes	7.6	6	Single	3	7
416	22	Male	Graduate	Turkey	4.6	TikTok	Yes	7.6	6	Single	3	7
420	22	Male	Graduate	Canada	4.4	TikTok	Yes	7.8	6	Single	3	7
431	20	Female	Undergraduate	Spain	4.1	TikTok	Yes	7.8	6	Single	3	7
436	22	Male	Graduate	Turkey	4.4	TikTok	Yes	7.8	6	Single	3	7
440	22	Male	Graduate	Canada	4.2	TikTok	Yes	8	6	Single	3	7
451	20	Female	Undergraduate	Spain	3.9	TikTok	Yes	8	6	Single	3	7
456	22	Male	Graduate	Turkey	4.2	TikTok	Yes	8	6	Single	3	7
460	22	Male	Graduate	Canada	4	TikTok	Yes	8.2	6	Single	3	7
471	20	Female	Undergraduate	Spain	3.7	TikTok	Yes	8.2	6	Single	3	7
476	22	Male	Graduate	Turkey	4	TikTok	Yes	8.2	6	Single	3	7
480	22	Male	Graduate	Canada	3.8	TikTok	Yes	8.4	6	Single	3	7
491	20	Female	Undergraduate	Spain	3.5	TikTok	Yes	8.4	6	Single	3	7
496	22	Male	Graduate	Turkey	3.8	TikTok	Yes	8.4	6	Single	3	7
500	22	Male	Graduate	Canada	3.6	TikTok	Yes	8.6	6	Single	3	7
505	19	Female	Undergraduate	Singapore	5.1	TikTok	Yes	7	6	Single	3	7
515	20	Female	Undergraduate	Singapore	5.2	TikTok	Yes	6.9	6	Single	3	7
525	19	Female	Undergraduate	Singapore	5.3	TikTok	Yes	6.8	6	Single	3	7
531	20	Female	Undergraduate	Brazil	5.9	TikTok	Yes	6.6	6	Single	3	7
535	20	Female	Undergraduate	Singapore	5.4	TikTok	Yes	6.7	6	Single	3	7
545	19	Female	Undergraduate	Singapore	5.5	TikTok	Yes	6.6	6	Single	3	7
551	20	Female	Undergraduate	Brazil	5.7	TikTok	Yes	6.8	6	Single	3	7
555	20	Female	Undergraduate	Singapore	5.6	TikTok	Yes	6.5	6	Single	3	7
565	19	Female	Undergraduate	Singapore	5.7	TikTok	Yes	6.4	6	Single	3	7
573	19	Female	Undergraduate	Ireland	5.5	TikTok	Yes	6.8	6	Single	4	8
631	24	Female	Graduate	Canada	5.6	TikTok	Yes	6.7	6	Single	3	7
648	23	Male	Graduate	Canada	5.7	TikTok	Yes	6.6	6	Single	3	7
682	22	Male	Graduate	Canada	5.8	TikTok	Yes	6.6	6	Single	3	7
19	21	Male	Undergraduate	Denmark	3.5	Facebook	No	6.7	7	Single	1	5
31	21	Male	Undergraduate	Vietnam	3.6	Facebook	No	6.7	7	Single	1	5
37	22	Male	Graduate	Israel	3.1	Facebook	No	6.8	7	Single	1	5
61	22	Male	Graduate	Poland	3.1	Facebook	No	7.1	7	Single	1	5
103	20	Male	Undergraduate	Yemen	4.7	Facebook	Yes	5.8	6	In Relationship	3	7
117	21	Male	Graduate	Bangladesh	6	Facebook	Yes	5.8	5	In Relationship	4	8
121	20	Male	Undergraduate	Sri Lanka	5.9	Facebook	Yes	5.9	6	Single	3	7
129	22	Male	Graduate	Bangladesh	5.1	Facebook	Yes	6.5	5	Single	4	8
133	22	Male	Graduate	Sri Lanka	5.5	Facebook	Yes	5.5	6	Single	3	7
141	22	Male	Graduate	Bangladesh	4.7	Facebook	Yes	6.9	5	Single	4	8
145	22	Male	Graduate	Sri Lanka	5.1	Facebook	Yes	5.1	6	Single	3	7
153	22	Male	Graduate	Bangladesh	4.3	Facebook	Yes	7.3	5	Single	4	8
157	22	Male	Graduate	Sri Lanka	4.7	Facebook	Yes	4.7	6	Single	3	7
238	21	Male	Graduate	UK	5.6	Facebook	Yes	6.6	6	In Relationship	3	7
254	21	Male	Graduate	UK	5.4	Facebook	Yes	6.5	6	In Relationship	3	7
270	21	Male	Graduate	UK	5.2	Facebook	Yes	6.4	6	In Relationship	3	7
272	22	Male	Graduate	Germany	3.7	Facebook	No	7.8	8	In Relationship	1	4
286	21	Male	Graduate	UK	5	Facebook	Yes	6.6	6	In Relationship	3	7
288	22	Male	Graduate	Germany	3.5	Facebook	No	8	8	In Relationship	1	4
302	21	Male	Graduate	UK	4.8	Facebook	Yes	6.8	6	In Relationship	3	7
304	22	Male	Graduate	Germany	3.3	Facebook	No	8.2	8	In Relationship	1	4
318	21	Male	Graduate	UK	4.6	Facebook	Yes	7	6	In Relationship	3	7
320	22	Male	Graduate	Germany	3.1	Facebook	No	8.4	8	In Relationship	1	4
524	22	Male	Graduate	New Zealand	4.5	Facebook	Yes	7.7	7	In Relationship	3	6
534	21	Male	Graduate	New Zealand	4.4	Facebook	Yes	7.8	7	In Relationship	3	6
554	21	Male	Graduate	New Zealand	4.2	Facebook	Yes	8	7	In Relationship	3	6
574	22	Male	Graduate	India	7.2	Facebook	Yes	5.9	4	Single	5	9
578	22	Male	Graduate	Mexico	6.5	Facebook	Yes	6.1	5	Single	4	8
586	23	Male	Graduate	Poland	6.4	Facebook	Yes	6.3	5	Single	4	8
595	20	Female	Undergraduate	Mexico	6.2	Facebook	Yes	6.3	5	Single	4	8
598	20	Male	Undergraduate	UK	6.4	Facebook	Yes	6.2	5	Single	4	8
608	21	Male	Undergraduate	India	7.1	Facebook	Yes	5.7	4	Single	5	9
612	19	Male	Undergraduate	Mexico	6.5	Facebook	Yes	6.1	5	Single	4	8
622	20	Male	Undergraduate	Spain	6.5	Facebook	Yes	6.2	5	Single	4	8
629	22	Female	Graduate	Mexico	6.4	Facebook	Yes	6.2	5	Single	4	8
632	21	Male	Undergraduate	UK	6.2	Facebook	Yes	6.3	5	Single	4	8
639	23	Female	Graduate	Spain	6.4	Facebook	Yes	6.2	5	Single	4	8
646	22	Male	Graduate	Mexico	6.3	Facebook	Yes	6.2	5	Single	4	8
656	24	Male	Graduate	Spain	6.5	Facebook	Yes	6.1	5	Single	4	8
671	20	Female	Undergraduate	Poland	6.1	Facebook	Yes	6.4	5	Single	4	8
676	22	Male	Graduate	India	7.2	Facebook	Yes	5.7	4	Single	5	9
680	24	Male	Graduate	Mexico	6.2	Facebook	Yes	6.3	5	Single	4	8
690	23	Male	Graduate	Spain	6.5	Facebook	Yes	6.1	5	Single	4	8
705	19	Female	Undergraduate	Poland	6.2	Facebook	Yes	6.3	5	Single	4	8
5	21	Male	Graduate	Canada	4.5	Facebook	Yes	6	6	In Relationship	2	7
25	22	Male	Graduate	Greece	3.2	Facebook	No	6.9	7	In Relationship	2	5
43	21	Male	Undergraduate	Kenya	3.7	Facebook	No	6.6	7	Single	2	5
49	22	Male	Graduate	Venezuela	3.3	Facebook	No	6.7	7	In Relationship	2	5
55	21	Male	Undergraduate	Panama	3.6	Facebook	No	6.5	7	In Relationship	2	5
72	21	Female	Graduate	Lithuania	3.2	Facebook	No	6.8	7	In Relationship	2	5
78	22	Female	Graduate	Kyrgyzstan	2.9	Facebook	No	7	7	In Relationship	2	5
83	20	Male	Undergraduate	Cyprus	3.8	Facebook	No	6.6	7	Complicated	2	6
91	22	Male	Graduate	Montenegro	2.9	Facebook	No	7	7	In Relationship	2	5
113	19	Male	Undergraduate	Nepal	4.9	Facebook	No	7.1	7	Single	2	5
125	20	Male	Undergraduate	Nepal	4.5	Facebook	No	7.5	7	Single	2	5
137	22	Male	Graduate	Nepal	4.1	Facebook	No	7.9	7	Single	2	5
149	22	Male	Graduate	Nepal	3.7	Facebook	No	8.3	7	Single	2	5
162	21	Male	Graduate	India	4.8	Facebook	No	7.2	7	In Relationship	2	6
165	19	Female	Undergraduate	Sri Lanka	5.1	Facebook	No	7	7	Single	2	5
168	22	Male	Graduate	India	5.2	Facebook	No	7.1	7	In Relationship	2	6
171	20	Female	Undergraduate	Sri Lanka	5	Facebook	No	7.3	7	Single	2	5
174	21	Male	Graduate	India	5.1	Facebook	No	7.4	7	In Relationship	2	6
177	19	Female	Undergraduate	Sri Lanka	4.9	Facebook	No	7.5	7	Single	2	5
180	22	Male	Graduate	India	5	Facebook	No	7.6	7	In Relationship	2	6
183	20	Female	Undergraduate	Sri Lanka	4.8	Facebook	No	7.7	7	Single	2	5
186	21	Male	Graduate	India	4.9	Facebook	No	7.8	7	In Relationship	2	6
189	19	Female	Undergraduate	Sri Lanka	4.7	Facebook	No	7.9	7	Single	2	5
192	22	Male	Graduate	India	4.8	Facebook	No	8	7	In Relationship	2	6
195	20	Female	Undergraduate	Sri Lanka	4.6	Facebook	No	8.1	7	Single	2	5
198	21	Male	Graduate	India	4.7	Facebook	No	8.2	7	In Relationship	2	6
201	19	Female	Undergraduate	Sri Lanka	4.5	Facebook	No	8.3	7	Single	2	5
204	22	Male	Graduate	India	4.6	Facebook	No	8.4	7	In Relationship	2	6
207	20	Female	Undergraduate	Sri Lanka	4.4	Facebook	No	8.5	7	Single	2	5
210	21	Male	Graduate	India	4.5	Facebook	No	8.6	7	In Relationship	2	6
213	19	Female	Undergraduate	Sri Lanka	4.3	Facebook	No	8.7	7	Single	2	5
216	22	Male	Graduate	India	4.4	Facebook	No	8.8	7	In Relationship	2	6
219	20	Female	Undergraduate	Sri Lanka	4.2	Facebook	No	8.9	7	Single	2	5
224	22	Male	Graduate	Germany	4.2	Facebook	No	7.8	7	In Relationship	2	4
231	20	Female	Undergraduate	Australia	4.7	Facebook	No	7.4	7	In Relationship	2	5
240	22	Male	Graduate	Germany	4.1	Facebook	No	7.7	8	In Relationship	2	4
247	20	Female	Undergraduate	Australia	4.8	Facebook	No	7.2	7	In Relationship	2	5
256	22	Male	Graduate	Germany	4	Facebook	No	7.6	8	In Relationship	2	4
263	20	Female	Undergraduate	Australia	4.3	Facebook	No	7.5	7	In Relationship	2	5
279	20	Female	Undergraduate	Australia	4.4	Facebook	No	7.4	7	In Relationship	2	5
295	20	Female	Undergraduate	Australia	4.2	Facebook	No	7.6	7	In Relationship	2	5
311	20	Female	Undergraduate	Australia	4	Facebook	No	7.8	7	In Relationship	2	5
322	21	Male	Graduate	Denmark	4.1	Facebook	No	7.8	8	In Relationship	2	4
332	22	Male	Graduate	Denmark	3.9	Facebook	No	7.9	8	In Relationship	2	4
342	21	Male	Graduate	Denmark	3.8	Facebook	No	8	8	In Relationship	2	4
352	22	Male	Graduate	Denmark	3.7	Facebook	No	8.1	8	In Relationship	2	4
362	21	Male	Graduate	Denmark	3.6	Facebook	No	8.2	8	In Relationship	2	4
372	22	Male	Graduate	Denmark	3.5	Facebook	No	8.3	8	In Relationship	2	4
382	21	Male	Graduate	Denmark	3.4	Facebook	No	8.4	8	In Relationship	2	4
392	22	Male	Graduate	Denmark	3.3	Facebook	No	8.5	8	In Relationship	2	4
402	21	Male	Graduate	Denmark	3.2	Facebook	No	8.6	8	In Relationship	2	4
412	22	Male	Graduate	Denmark	3.1	Facebook	No	8.7	8	In Relationship	2	4
422	21	Male	Graduate	Denmark	3	Facebook	No	8.8	8	In Relationship	2	4
432	22	Male	Graduate	Denmark	2.9	Facebook	No	8.9	8	In Relationship	2	4
442	21	Male	Graduate	Denmark	2.8	Facebook	No	9	8	In Relationship	2	4
452	22	Male	Graduate	Denmark	2.7	Facebook	No	9.1	8	In Relationship	2	4
462	21	Male	Graduate	Denmark	2.6	Facebook	No	9.2	8	In Relationship	2	4
472	22	Male	Graduate	Denmark	2.5	Facebook	No	9.3	8	In Relationship	2	4
482	21	Male	Graduate	Denmark	2.4	Facebook	No	9.4	8	In Relationship	2	4
492	22	Male	Graduate	Denmark	2.3	Facebook	No	9.5	8	In Relationship	2	4
508	22	Male	Graduate	Poland	4.2	Facebook	No	7.9	7	Single	2	5
518	21	Male	Graduate	Poland	4.1	Facebook	No	8	7	Single	2	5
528	22	Male	Graduate	Poland	4	Facebook	No	8.1	7	Single	2	5
538	21	Male	Graduate	Poland	3.9	Facebook	No	8.2	7	Single	2	5
548	22	Male	Graduate	Poland	3.8	Facebook	No	8.3	7	Single	2	5
558	21	Male	Graduate	Poland	3.7	Facebook	No	8.4	7	Single	2	5
568	22	Male	Graduate	Poland	3.6	Facebook	No	8.5	7	Single	2	5
582	24	Male	Graduate	Italy	4.9	Facebook	No	7.3	7	In Relationship	2	5
592	23	Male	Graduate	Switzerland	4.3	Facebook	No	7.5	7	In Relationship	2	5
604	20	Male	Undergraduate	Finland	4.5	Facebook	No	7.4	7	In Relationship	2	5
616	20	Male	Undergraduate	Italy	4.6	Facebook	No	7.2	7	In Relationship	2	5
626	21	Male	Undergraduate	Switzerland	4.5	Facebook	No	7.3	7	In Relationship	2	5
643	24	Female	Graduate	Switzerland	4.6	Facebook	No	7.2	7	In Relationship	2	5
650	24	Male	Graduate	Italy	4.7	Facebook	No	7.2	7	In Relationship	2	5
660	23	Male	Graduate	Switzerland	4.5	Facebook	No	7.3	7	In Relationship	2	5
664	22	Male	Graduate	France	4.7	Facebook	No	7.2	7	In Relationship	2	5
684	23	Male	Graduate	Italy	4.8	Facebook	No	7.1	7	In Relationship	2	5
694	22	Male	Graduate	Switzerland	4.5	Facebook	No	7.3	7	In Relationship	2	5
698	24	Male	Graduate	France	4.8	Facebook	No	7.1	7	In Relationship	2	5
2	22	Male	Graduate	India	2.1	Twitter	No	7.5	8	Single	0	3
4	18	Male	High School	UK	3	YouTube	No	7	7	Single	1	4
7	23	Male	Graduate	Germany	1.5	LinkedIn	No	8	9	Single	0	2
8	20	Female	Undergraduate	Brazil	5.8	Snapchat	Yes	6	6	In Relationship	2	8
11	19	Male	Undergraduate	France	4.8	Snapchat	Yes	6.2	5	Complicated	3	7
13	22	Male	Graduate	Italy	2.8	LinkedIn	No	7.2	8	Single	1	4
15	21	Male	Undergraduate	Russia	3.7	YouTube	No	6.8	7	In Relationship	2	5
17	24	Male	Graduate	Sweden	2	LinkedIn	No	7.8	8	Single	0	3
20	20	Female	Undergraduate	Netherlands	4.7	Snapchat	Yes	5.9	6	Complicated	3	7
22	23	Female	Graduate	Switzerland	2.5	LinkedIn	No	7.3	8	In Relationship	1	4
27	21	Male	Undergraduate	New Zealand	3.8	YouTube	No	6.6	7	Single	1	5
29	24	Male	Graduate	Malaysia	2.2	LinkedIn	No	7.4	8	Single	0	3
32	20	Female	Undergraduate	Philippines	4.8	Snapchat	Yes	5.7	6	In Relationship	3	7
34	23	Female	Graduate	Taiwan	2.6	LinkedIn	No	7.2	8	Single	1	4
39	21	Male	Undergraduate	Egypt	3.9	YouTube	No	6.5	7	Complicated	2	6
41	24	Male	Graduate	South Africa	2.3	LinkedIn	No	7.3	8	In Relationship	1	4
44	20	Female	Undergraduate	Ghana	4.6	Snapchat	Yes	5.7	6	In Relationship	3	7
46	23	Female	Graduate	Chile	2.7	LinkedIn	No	7.1	8	Complicated	1	4
51	21	Male	Undergraduate	Uruguay	3.8	YouTube	No	6.4	7	Single	2	6
53	24	Male	Graduate	Bolivia	2.4	LinkedIn	No	7.2	8	Complicated	1	4
56	20	Female	Undergraduate	Jamaica	4.9	Snapchat	Yes	5.6	6	Complicated	3	7
58	23	Female	Graduate	Bahamas	2.8	LinkedIn	No	7	8	In Relationship	1	4
64	18	Female	High School	Czech Republic	6.1	Snapchat	Yes	5.2	4	Single	4	9
65	23	Male	Graduate	Slovakia	2.3	LinkedIn	No	7.4	8	In Relationship	1	3
67	20	Male	Undergraduate	Serbia	3.9	YouTube	No	6.5	7	Complicated	2	6
69	22	Male	Graduate	Bulgaria	2.8	LinkedIn	No	7.2	8	Single	1	4
71	18	Male	High School	Latvia	5.4	Snapchat	Yes	5.5	5	Single	4	8
75	23	Male	Graduate	Belarus	2.5	LinkedIn	No	7.3	8	In Relationship	1	4
76	21	Female	Undergraduate	Kazakhstan	4.6	Snapchat	Yes	5.8	6	Single	3	7
79	20	Male	Undergraduate	Tajikistan	4.7	YouTube	Yes	5.9	6	Single	3	7
81	21	Male	Graduate	Georgia	3	LinkedIn	No	7.1	8	In Relationship	1	4
84	22	Female	Graduate	Malta	2.7	LinkedIn	No	7.2	8	In Relationship	1	4
85	18	Male	High School	Luxembourg	5.6	Snapchat	Yes	5.3	5	Single	4	8
88	23	Female	Graduate	San Marino	2.6	LinkedIn	No	7.3	8	Single	1	4
89	20	Male	Undergraduate	Vatican City	4.4	YouTube	Yes	6	6	Complicated	3	7
93	21	Male	Undergraduate	North Macedonia	3.7	Snapchat	No	6.5	7	Single	2	6
95	23	Male	Graduate	Bosnia	2.4	LinkedIn	No	7.4	8	Complicated	1	4
97	18	Male	High School	Kuwait	5.7	Snapchat	Yes	5.3	5	In Relationship	4	8
98	22	Female	Graduate	Bahrain	2.8	LinkedIn	No	7.1	8	Complicated	1	4
101	19	Male	High School	Lebanon	5.8	YouTube	Yes	5.2	5	Complicated	4	9
102	23	Female	Graduate	Iraq	2.5	LinkedIn	No	7.3	8	Single	1	4
105	22	Male	Graduate	Afghanistan	2.9	LinkedIn	No	7	7	Complicated	2	5
107	21	Male	Undergraduate	Nepal	3.8	YouTube	No	6.6	7	Single	2	6
108	20	Female	High School	Bhutan	5.5	Snapchat	Yes	5.5	5	Complicated	4	8
109	23	Male	Graduate	Sri Lanka	2.6	LinkedIn	No	7.2	8	In Relationship	1	4
225	19	Female	Undergraduate	Japan	3.8	LINE	No	7.9	8	Single	1	3
227	20	Female	Undergraduate	South Korea	5.2	KakaoTalk	Yes	6.5	6	In Relationship	3	6
228	22	Male	Graduate	Russia	4.8	VKontakte	No	7.2	7	Single	2	5
233	19	Female	Undergraduate	Japan	3.5	LINE	No	8	8	Single	1	3
235	20	Female	Undergraduate	South Korea	5	KakaoTalk	Yes	6.8	6	Single	3	6
236	22	Male	Graduate	Russia	4.5	VKontakte	No	7.4	7	In Relationship	2	5
241	19	Female	Undergraduate	Japan	3.7	LINE	No	7.8	8	Single	1	3
243	20	Female	Undergraduate	South Korea	5.1	KakaoTalk	Yes	6.6	6	In Relationship	3	6
244	22	Male	Graduate	Russia	4.7	VKontakte	No	7.3	7	Single	2	5
249	19	Female	Undergraduate	Japan	3.6	LINE	No	8.1	8	Single	1	3
251	20	Female	Undergraduate	South Korea	4.9	KakaoTalk	Yes	6.9	6	Single	3	6
252	22	Male	Graduate	Russia	4.6	VKontakte	No	7.5	7	In Relationship	2	5
257	19	Female	Undergraduate	Japan	3.4	LINE	No	8.2	8	Single	1	3
259	20	Female	Undergraduate	South Korea	5	KakaoTalk	Yes	6.7	6	In Relationship	3	6
260	22	Male	Graduate	Russia	4.4	VKontakte	No	7.6	7	Single	2	5
265	19	Female	Undergraduate	Japan	3.3	LINE	No	8.3	8	Single	1	3
267	20	Female	Undergraduate	South Korea	4.8	KakaoTalk	Yes	7	6	Single	3	6
268	22	Male	Graduate	Russia	4.3	VKontakte	No	7.7	7	In Relationship	2	5
273	19	Female	Undergraduate	Japan	3.2	LINE	No	8.4	8	Single	1	3
275	20	Female	Undergraduate	South Korea	4.7	KakaoTalk	Yes	7.1	6	In Relationship	3	6
276	22	Male	Graduate	Russia	4.2	VKontakte	No	7.8	7	Single	2	5
281	19	Female	Undergraduate	Japan	3.1	LINE	No	8.5	8	Single	1	3
283	20	Female	Undergraduate	South Korea	4.6	KakaoTalk	Yes	7.2	6	Single	3	6
284	22	Male	Graduate	Russia	4.1	VKontakte	No	7.9	7	In Relationship	2	5
289	19	Female	Undergraduate	Japan	3	LINE	No	8.6	8	Single	1	3
291	20	Female	Undergraduate	South Korea	4.5	KakaoTalk	Yes	7.3	6	In Relationship	3	6
292	22	Male	Graduate	Russia	4	VKontakte	No	8	7	Single	2	5
297	19	Female	Undergraduate	Japan	2.9	LINE	No	8.7	8	Single	1	3
299	20	Female	Undergraduate	South Korea	4.4	KakaoTalk	Yes	7.4	6	Single	3	6
300	22	Male	Graduate	Russia	3.9	VKontakte	No	8.1	7	In Relationship	2	5
305	19	Female	Undergraduate	Japan	2.8	LINE	No	8.8	8	Single	1	3
307	20	Female	Undergraduate	South Korea	4.3	KakaoTalk	Yes	7.5	6	In Relationship	3	6
308	22	Male	Graduate	Russia	3.8	VKontakte	No	8.2	7	Single	2	5
313	19	Female	Undergraduate	Japan	2.7	LINE	No	8.9	8	Single	1	3
315	20	Female	Undergraduate	South Korea	4.2	KakaoTalk	Yes	7.6	6	Single	3	6
316	22	Male	Graduate	Russia	3.7	VKontakte	No	8.3	7	In Relationship	2	5
324	22	Male	Graduate	India	5.8	WhatsApp	Yes	6.5	5	In Relationship	4	8
328	22	Male	Graduate	Mexico	5.6	WhatsApp	Yes	6.6	6	Single	3	7
334	21	Male	Graduate	India	5.9	WhatsApp	Yes	6.4	5	In Relationship	4	8
338	21	Male	Graduate	Mexico	5.7	WhatsApp	Yes	6.5	6	Single	3	7
344	22	Male	Graduate	India	6	WhatsApp	Yes	6.3	5	In Relationship	4	8
348	22	Male	Graduate	Mexico	5.8	WhatsApp	Yes	6.4	6	Single	3	7
354	21	Male	Graduate	India	6.1	WhatsApp	Yes	6.2	5	In Relationship	4	8
358	21	Male	Graduate	Mexico	5.9	WhatsApp	Yes	6.3	6	Single	3	7
364	22	Male	Graduate	India	6.2	WhatsApp	Yes	6.1	5	In Relationship	4	8
368	22	Male	Graduate	Mexico	6	WhatsApp	Yes	6.2	6	Single	3	7
374	21	Male	Graduate	India	6.3	WhatsApp	Yes	6	5	In Relationship	4	8
378	21	Male	Graduate	Mexico	6.1	WhatsApp	Yes	6.1	6	Single	3	7
384	22	Male	Graduate	India	6.4	WhatsApp	Yes	5.9	5	In Relationship	4	8
388	22	Male	Graduate	Mexico	6.2	WhatsApp	Yes	6	6	Single	3	7
394	21	Male	Graduate	India	6.5	WhatsApp	Yes	5.8	5	In Relationship	4	8
398	21	Male	Graduate	Mexico	6.3	WhatsApp	Yes	5.9	6	Single	3	7
404	22	Male	Graduate	India	6.6	WhatsApp	Yes	5.7	5	In Relationship	4	8
408	22	Male	Graduate	Mexico	6.4	WhatsApp	Yes	5.8	6	Single	3	7
414	21	Male	Graduate	India	6.7	WhatsApp	Yes	5.6	5	In Relationship	4	8
418	21	Male	Graduate	Mexico	6.5	WhatsApp	Yes	5.7	6	Single	3	7
424	22	Male	Graduate	India	6.8	WhatsApp	Yes	5.5	5	In Relationship	4	8
